username,num_of_questions_answered,num_of_correct_answers,num_of_explanations,num_of_lectures,devicesUsed,confidence_level,payments,duration
u304879,10,5,0,0,web,0,0,0
u304880,7,5,0,0,web,0,0,0
u304881,1,0,0,0,web,0,0,0
u304882,3,2,0,0,web,0,0,0
u304883,1,0,0,0,web,0,0,0
u304885,10,3,0,0,web,0,0,0
u304887,6,5,0,0,web,1,0,0
u304890,6,2,0,0,web,0,0,0
u304891,6,1,0,0,mobile,0,0,0
u304892,6,2,0,0,web,0,0,0
u304893,10,4,0,0,web,1,0,0
u304894,8,3,0,0,web,0,0,0
u304896,6,1,0,0,web,4,0,0
u304897,4,1,0,0,web,0,0,0
u304909,19,13,9,0,web,0,0,0
u304918,6,3,0,0,web,2,0,0
u304919,6,3,0,0,web,0,0,0
u304920,2,1,0,0,web,0,0,0
u304921,2,0,0,0,web,0,0,0
u304922,10,4,0,0,web,2,0,0
u304923,6,4,0,0,web,0,0,0
u304924,1,0,0,0,web,0,0,0
u304926,5,3,0,0,web,0,0,0
u304927,6,2,0,0,web,1,0,0
u304930,6,2,0,0,web,0,0,0
u304931,6,2,0,0,web,5,0,0
u304932,4,1,0,0,web,2,0,0
u304933,6,2,0,0,web,0,0,0
u304934,8,2,0,0,web,1,0,0
u304935,3,1,0,0,web,3,0,0
u304936,6,4,0,0,web,0,0,0
u304942,6,2,0,0,web,0,0,0
u304956,6,4,0,0,web,0,0,0
u304957,6,3,0,0,web,0,0,0
u304980,41,28,28,0,mobile,3,0,0
u304994,10,3,0,0,mobile,0,0,0
u304995,6,1,0,0,web,20,0,0
u305018,9,2,0,0,web,0,0,0
u305019,16,11,13,0,mobile,1,0,0
u305021,7,4,0,0,web,2,0,0
u305022,6,3,0,0,web,0,0,0
u305024,6,3,0,0,web,3,0,0
u305025,31,18,21,0,Unknown,0,1,15552000000
u305027,6,2,0,0,web,0,0,0
u305031,9,5,0,0,web,0,0,0
u305033,6,2,0,0,web,0,0,0
u305034,6,4,0,0,web,0,0,0
u305035,10,7,0,0,web,0,0,0
u305036,15,4,4,0,web,0,0,0
u305037,7,4,0,0,web,0,0,0
u305042,42,20,35,0,web,0,0,0
u305081,10,2,0,0,web,0,0,0
u305122,24,18,23,0,Unknown,0,1,18144000000
u305123,1,0,0,0,web,0,0,0
u305136,5,1,0,0,web,1,0,0
u305137,12,6,4,0,web,0,0,0
u305141,210,144,237,2,web,220,0,0
u305143,6,3,0,0,mobile,0,0,0
u305144,10,8,0,0,web,1,0,0
u305145,2,2,0,0,web,0,0,0
u305146,10,2,3,0,mobile,0,0,0
u305147,6,4,0,0,web,0,0,0
u305150,6,1,0,0,web,4,0,0
u305152,6,4,0,0,web,0,0,0
u305153,56,30,53,2,mobile,45,0,0
u305154,6,4,0,0,web,1,0,0
u305155,6,1,0,0,web,3,0,0
u305156,16,7,7,0,mobile,1,0,0
u305157,6,3,0,0,web,0,0,0
u305178,5,1,0,0,web,5,0,0
u305179,9,7,0,0,web,0,0,0
u305180,3,0,0,0,web,0,0,0
u305181,6,5,0,0,web,0,0,0
u305183,6,4,0,0,web,1,0,0
u305186,6,4,0,0,web,0,0,0
u305190,10,5,0,0,web,0,0,0
u305191,6,3,0,0,web,4,0,0
u305192,6,2,0,0,web,0,0,0
u305193,7,4,0,0,web,1,0,0
u305194,6,3,0,0,web,0,0,0
u305195,10,6,0,0,web,0,0,0
u305196,1,1,0,0,web,0,0,0
u305197,8,4,0,0,mobile,0,0,0
u305208,8,6,0,0,web,0,0,0
u305209,10,5,0,0,web,0,0,0
u305219,1,0,0,0,web,0,0,0
u305220,6,4,0,0,web,0,0,0
u305221,9,4,1,0,mobile,0,0,0
u305222,6,6,0,0,web,1,0,0
u305223,10,4,0,0,web,0,0,0
u305224,10,5,0,0,web,1,0,0
u305226,6,3,0,0,web,0,0,0
u305230,7,5,0,0,web,0,0,0
u305231,6,2,0,0,web,0,0,0
u305232,6,4,0,0,web,1,0,0
u305234,9,6,0,0,web,0,0,0
u305236,6,2,0,0,web,1,0,0
u305237,6,2,0,0,web,0,0,0
u305241,6,3,0,0,web,1,0,0
u305254,1,0,0,0,web,1,0,0
u305255,10,3,0,0,web,1,0,0
u305268,1,1,0,0,web,0,0,0
u305269,7,5,0,0,web,0,0,0
u305283,6,2,0,0,web,0,0,0
u305296,6,4,0,0,web,0,0,0
u305297,10,5,0,0,mobile,0,0,0
u305308,7,5,0,0,web,0,0,0
u305309,9,5,0,0,web,0,0,0
u305320,5,1,0,0,web,2,0,0
u305321,6,3,0,0,web,1,0,0
u305334,10,7,0,0,web,0,0,0
u305335,10,9,0,0,web,0,0,0
u305340,2,0,0,0,web,0,0,0
u305341,9,5,0,0,web,0,0,0
u305342,6,3,0,0,web,0,0,0
u305343,10,7,0,0,web,0,0,0
u305344,6,3,0,0,mobile,0,0,0
u305345,6,2,0,0,web,0,0,0
u305351,6,2,0,0,mobile,0,0,0
u305352,8,7,0,0,web,0,0,0
u305353,3,0,0,0,web,0,0,0
u305354,27,19,22,0,mobile,6,0,0
u305355,10,7,0,0,web,3,0,0
u305356,5,4,0,0,web,0,0,0
u305357,6,4,0,0,web,0,0,0
u305368,6,2,0,0,web,2,0,0
u305369,6,3,0,0,web,0,0,0
u305378,10,7,0,0,web,0,0,0
u305379,8,7,0,0,web,0,0,0
u305380,6,4,0,0,web,0,0,0
u305381,10,7,0,0,web,0,0,0
u305383,10,4,0,0,web,0,0,0
u305384,1,1,0,0,web,0,0,0
u305385,20,2,10,0,mobile,0,0,0
u305386,6,3,0,0,web,0,0,0
u305390,11,9,3,0,web,0,0,0
u305391,6,3,0,0,web,0,0,0
u305392,3,1,0,0,web,0,0,0
u305394,0,0,1,0,Unknown,0,1,5184000000
u305395,8,3,0,0,web,0,0,0
u305396,9,4,0,0,web,0,0,0
u305397,4,2,0,0,web,0,0,0
u305409,15,7,0,0,mobile,0,0,0
u305419,10,4,0,0,web,0,0,0
u305420,6,2,0,0,web,0,0,0
u305421,6,1,0,0,web,0,0,0
u305422,10,8,0,0,web,0,0,0
u305423,8,5,0,0,web,0,0,0
u305424,7,3,0,0,web,0,0,0
u305425,10,4,0,0,web,1,0,0
u305426,8,5,0,0,mobile,0,0,0
u305427,10,3,0,0,web,0,0,0
u305431,37,15,29,0,mobile,2,0,0
u305432,6,2,0,0,web,4,0,0
u305433,8,4,0,0,web,0,0,0
u305434,6,4,0,0,web,0,0,0
u305435,9,3,0,0,web,0,0,0
u305437,8,5,0,0,web,0,0,0
u305446,2,1,0,0,web,0,0,0
u305447,8,4,3,0,mobile,0,0,0
u305453,6,2,0,0,web,0,0,0
u305484,16,11,4,0,web,2,0,0
u305485,1,1,0,0,web,0,0,0
u305490,3,2,0,0,mobile,0,0,0
u305526,6,3,0,0,mobile,0,0,0
u305527,7,4,0,0,web,0,0,0
u305532,9,6,0,0,web,0,0,0
u305533,24,12,12,0,mobile,4,0,0
u305540,6,2,0,0,web,0,0,0
u305542,3,1,0,0,web,1,0,0
u305543,6,2,0,0,web,0,0,0
u305544,6,3,0,0,web,12,0,0
u305546,6,4,0,0,mobile,0,0,0
u305547,6,1,0,0,web,0,0,0
u305550,9,7,1,0,web,0,0,0
u305551,10,4,0,0,web,0,0,0
u305553,7,2,0,0,web,0,0,0
u305554,6,3,0,0,web,0,0,0
u305555,11,7,1,0,web,0,0,0
u305556,6,3,0,0,web,0,0,0
u305568,6,1,0,0,web,0,0,0
u305569,2,2,0,0,web,0,0,0
u305578,10,7,0,0,web,1,0,0
u305580,6,2,0,0,web,0,0,0
u305583,5,2,0,0,mobile,1,0,0
u305584,7,5,0,0,web,0,0,0
u305585,1,0,0,0,web,0,0,0
u305586,6,3,0,0,web,0,0,0
u305590,10,7,0,0,web,0,0,0
u305591,4,2,0,0,web,0,0,0
u305594,6,5,0,0,web,12,0,0
u305595,7,4,0,0,web,1,0,0
u305596,6,3,0,0,web,0,0,0
u305597,4,2,0,0,web,0,0,0
u3056,18,8,9,0,mobile,0,0,0
u305608,289,176,297,13,mobile,205,0,0
u305609,7,5,0,0,web,0,0,0
u305618,9,7,0,0,web,1,0,0
u305619,10,5,0,0,mobile,0,0,0
u305621,10,8,0,0,web,0,0,0
u305622,17,9,9,0,web,1,0,0
u305623,10,6,0,0,web,0,0,0
u305624,6,2,0,0,web,0,0,0
u305625,5,4,0,0,web,2,0,0
u305626,8,4,0,0,web,0,0,0
u305627,6,2,0,0,web,0,0,0
u305630,6,4,0,0,web,0,0,0
u305631,34,16,23,1,mobile,2,0,0
u305632,10,7,0,0,web,0,0,0
u305633,7,2,0,0,mobile,0,0,0
u305635,13,8,1,0,mobile,1,0,0
u305636,10,7,0,0,web,0,0,0
u305644,4,1,0,0,web,0,0,0
u305645,6,2,0,0,web,0,0,0
u305651,1,0,0,0,web,0,0,0
u305678,6,2,0,0,web,0,0,0
u305687,1,1,0,0,web,0,0,0
u305692,6,2,0,0,web,0,0,0
u305693,1,0,0,0,web,0,0,0
u3057,539,327,547,33,mobile,404,1,12960000000
u305718,2,2,0,0,web,0,0,0
u305724,9,5,0,0,web,2,0,0
u305730,122,85,111,0,mobile,1,0,0
u305740,6,2,0,0,mobile,0,0,0
u305741,2,2,0,0,web,0,0,0
u305743,6,4,0,0,web,0,0,0
u305744,2,0,0,0,web,0,0,0
u305746,6,3,0,0,web,0,0,0
u305747,162,114,174,4,web,179,1,15552000000
u305750,2,1,0,0,web,0,0,0
u305751,12,6,0,0,web,0,0,0
u305752,6,5,0,0,web,2,0,0
u305753,7,4,0,0,web,0,0,0
u305754,6,0,0,0,web,1,0,0
u305755,6,3,0,0,web,0,0,0
u305756,3,0,0,0,web,0,0,0
u305757,6,1,0,0,web,0,0,0
u305768,6,1,0,0,web,0,0,0
u305778,8,7,0,0,web,1,0,0
u305779,10,4,0,0,web,6,0,0
u305780,6,4,0,0,web,0,0,0
u305783,1,1,0,0,web,6,0,0
u305784,8,5,0,0,web,3,0,0
u305785,10,9,0,0,web,0,0,0
u305786,9,5,0,0,web,0,0,0
u305790,8,3,0,0,web,0,0,0
u305791,10,7,0,0,web,0,0,0
u305793,6,3,0,0,web,20,0,0
u305795,6,3,0,0,web,0,0,0
u305797,3,2,0,0,web,0,0,0
u305801,5,3,0,0,web,2,0,0
u305802,3,1,0,0,web,0,0,0
u305803,7,2,0,0,web,0,0,0
u305804,1,1,0,0,web,0,0,0
u305805,8,4,0,0,web,8,0,0
u305806,8,5,0,0,web,3,0,0
u305810,3,1,0,0,web,0,0,0
u305814,6,3,0,0,mobile,0,0,0
u305815,399,193,401,0,mobile,211,0,0
u305816,1,0,0,0,web,3,0,0
u305817,6,3,0,0,web,0,0,0
u305828,5,1,2,0,mobile,1,0,0
u305829,8,5,0,0,web,0,0,0
u305838,8,5,0,0,web,4,0,0
u305839,6,5,0,0,web,1,0,0
u305862,6,0,0,0,web,1,0,0
u305863,7,6,0,0,web,0,0,0
u305877,6,1,0,0,web,4,0,0
u305888,3684,2291,2839,39,Unknown,4,1,15552000000
u305903,5,1,0,0,mobile,1,0,0
u305917,6,3,0,0,web,0,0,0
u305948,6,4,0,0,web,2,0,0
u305949,10,5,0,0,web,0,0,0
u305958,7,4,0,0,web,0,0,0
u305960,8,6,0,0,web,1,0,0
u305963,7,4,0,0,mobile,0,0,0
u305964,9,5,0,0,web,2,0,0
u305965,9,5,0,0,web,0,0,0
u305966,5,2,0,0,mobile,0,0,0
u305967,1,1,0,0,web,0,0,0
u305970,4,1,0,0,web,1,0,0
u305973,7,3,0,0,mobile,0,0,0
u305974,8,6,0,0,web,0,0,0
u305977,6,2,0,0,web,0,0,0
u305988,8,4,0,0,web,0,0,0
u305998,6,4,0,0,web,0,0,0
u306013,6,4,0,0,web,0,0,0
u306048,17,10,9,0,mobile,0,0,0
u306049,1,1,0,0,web,1,0,0
u306058,6,5,0,0,web,4,0,0
u306059,6,3,0,0,web,0,0,0
u306060,471,343,461,3,mobile,2,0,0
u306061,6,0,0,0,web,0,0,0
u306062,1,0,0,0,web,0,0,0
u306063,4,1,0,0,web,0,0,0
u306064,1,1,0,0,web,0,0,0
u306065,9,5,0,0,web,0,0,0
u306066,10,5,0,0,web,0,0,0
u306067,7,4,0,0,web,0,0,0
u306070,5,3,0,0,web,0,0,0
u306071,10,8,0,0,web,4,0,0
u306073,7,3,4,0,web,0,0,0
u306074,5,0,0,0,web,2,0,0
u306076,8,4,0,0,web,3,0,0
u306077,10,3,0,0,web,1,0,0
u306088,6,1,0,0,web,0,0,0
u306089,6,2,0,0,web,0,0,0
u306098,6,4,0,0,web,1,0,0
u306099,10,5,0,0,web,0,0,0
u306101,9,3,0,0,web,0,0,0
u306102,1,0,0,0,web,4,0,0
u306103,6,4,0,0,web,0,0,0
u306104,2,2,0,0,web,0,0,0
u306105,8,5,0,0,web,28,0,0
u306106,6,1,0,0,web,0,0,0
u306107,6,4,0,0,web,0,0,0
u306111,10,3,0,0,mobile,0,0,0
u306113,1,1,0,0,web,1,0,0
u306114,6,2,0,0,web,0,0,0
u306116,1,0,0,0,web,0,0,0
u306128,6,2,0,0,web,0,0,0
u306129,6,3,0,0,web,0,0,0
u306138,10,8,0,0,web,0,0,0
u306139,6,3,0,0,web,0,0,0
u306166,4,2,0,0,web,0,0,0
u306167,6,2,0,0,mobile,0,0,0
u306172,3,0,0,0,web,0,0,0
u306199,6,2,0,0,web,0,0,0
u306248,7,5,0,0,web,2,0,0
u306249,7,1,0,0,web,0,0,0
u306258,1,1,0,0,web,0,0,0
u306259,10,8,0,0,web,31,0,0
u306261,1,0,0,0,web,0,0,0
u306262,10,5,0,0,web,0,0,0
u306263,6,2,0,0,web,0,0,0
u306264,4,0,0,0,web,13,0,0
u306265,10,7,0,0,web,0,0,0
u306266,6,4,0,0,mobile,1,0,0
u306267,81,52,69,3,mobile,4,0,0
u306271,1,1,0,0,web,0,0,0
u306272,6,1,0,0,web,0,0,0
u306273,6,4,0,0,mobile,0,0,0
u306274,18,9,9,0,web,0,0,0
u306275,10,5,0,0,web,0,0,0
u306276,6,4,0,0,mobile,0,0,0
u306277,7,3,0,0,web,0,0,0
u306288,6,1,0,0,web,0,0,0
u306289,2,1,0,0,web,0,0,0
u306298,7,4,0,0,web,0,0,0
u306299,6,2,0,0,web,0,0,0
u306300,6,2,0,0,mobile,1,0,0
u306301,8,5,0,0,mobile,0,0,0
u306302,6,2,0,0,web,0,0,0
u306303,6,5,0,0,web,0,0,0
u306305,6,2,0,0,web,0,0,0
u306310,6,1,0,0,web,24,0,0
u306311,1,0,0,0,web,0,0,0
u306312,6,3,0,0,web,0,0,0
u306313,10,4,0,0,web,0,0,0
u306317,5,3,0,0,web,0,0,0
u306328,10,5,0,0,web,0,0,0
u306338,96,50,87,3,mobile,5,0,0
u306364,10,8,0,0,web,0,0,0
u306365,1,0,0,0,web,1,0,0
u306370,6,3,0,0,web,5,0,0
u306371,7,1,0,0,web,0,0,0
u306402,8,6,0,0,web,0,0,0
u306403,3,1,0,0,mobile,25,0,0
u306416,1,1,0,0,mobile,0,0,0
u306417,6,1,0,0,web,0,0,0
u306448,8,3,0,0,mobile,0,0,0
u306449,1,0,0,0,web,0,0,0
u306458,10,6,0,0,web,27,0,0
u306459,2,0,0,0,web,0,0,0
u306460,10,5,0,0,web,0,0,0
u306462,3,0,0,0,web,2,0,0
u306463,6,3,0,0,web,0,0,0
u306465,5,3,0,0,mobile,0,0,0
u306466,8,1,0,0,web,0,0,0
u306467,5,3,0,0,web,2,0,0
u306472,3,2,0,0,web,0,0,0
u306474,6,3,0,0,web,0,0,0
u306475,6,1,0,0,web,0,0,0
u306476,5,3,0,0,web,0,0,0
u306477,7,1,0,0,web,0,0,0
u306488,9,3,0,0,mobile,0,0,0
u306489,17,11,9,0,web,0,0,0
u306498,3,1,0,0,web,0,0,0
u306500,1,1,0,0,web,0,0,0
u306501,4,1,0,0,web,12,0,0
u306502,54,33,53,0,web,0,0,0
u306504,7,4,0,0,web,0,0,0
u306505,6,2,0,0,web,0,0,0
u306506,6,1,0,0,web,1,0,0
u306507,7,3,0,0,web,2,0,0
u306511,10,7,0,0,web,1,0,0
u306512,9,3,0,0,web,0,0,0
u306513,7,2,0,0,web,5,0,0
u306514,6,3,0,0,web,0,0,0
u306515,8,3,0,0,web,0,0,0
u306516,3,0,0,0,web,0,0,0
u306517,9,6,0,0,web,0,0,0
u306528,6,1,0,0,web,0,0,0
u306529,6,2,0,0,web,33,0,0
u306538,6,3,0,0,web,0,0,0
u306577,6,1,0,0,web,0,0,0
u306600,123,58,116,5,mobile,42,1,15552000000
u306601,8,7,0,0,web,0,0,0
u306615,1,1,0,0,web,0,0,0
u306628,6,4,0,0,web,0,0,0
u306649,7,5,0,0,web,2,0,0
u306659,9,2,0,0,web,0,0,0
u306660,4,0,0,0,web,12,0,0
u306661,1784,1393,1061,16,Unknown,0,1,15552000000
u306662,6,3,0,0,web,0,0,0
u306663,6,2,0,0,web,2,0,0
u306664,6,1,0,0,mobile,0,0,0
u306665,4,2,0,0,web,0,0,0
u306666,7,3,0,0,mobile,0,0,0
u306667,6,3,0,0,web,1,0,0
u306671,11,2,0,0,mobile,6,0,0
u306672,20,16,9,0,web,16,0,0
u306673,9,6,1,0,mobile,1,0,0
u306674,6,3,0,0,web,0,0,0
u306675,2,0,0,0,web,0,0,0
u306676,7,3,0,0,web,0,0,0
u306688,10,4,0,0,web,1,0,0
u306689,7,6,0,0,web,0,0,0
u306698,10,4,0,0,web,1,0,0
u306699,10,3,0,0,web,0,0,0
u306700,6,3,0,0,mobile,0,0,0
u306701,6,3,0,0,web,0,0,0
u306703,6,4,0,0,web,0,0,0
u306705,8,3,0,0,web,0,0,0
u306706,16,5,0,0,mobile,0,0,0
u306710,10,7,0,0,web,0,0,0
u306711,2,1,0,0,web,0,0,0
u306713,6,3,0,0,web,2,0,0
u306714,2,2,0,0,web,0,0,0
u306716,9,7,0,0,web,0,0,0
u306717,8,4,3,0,web,0,0,0
u306738,6,1,0,0,web,0,0,0
u306739,11,8,2,0,web,0,0,0
u306749,2,0,0,0,web,0,0,0
u306761,11,4,0,0,web,20,0,0
u306827,2,1,0,0,web,5,0,0
u306832,8,3,4,0,web,0,0,0
u306833,4,2,0,0,web,4,0,0
u306840,10,4,0,0,web,0,0,0
u306841,6,1,0,0,web,4,0,0
u306842,6,1,0,0,web,0,0,0
u306843,7,2,0,0,web,0,0,0
u306844,3,3,0,0,web,0,0,0
u306845,6,4,0,0,web,1,0,0
u306846,6,1,0,0,web,0,0,0
u306847,6,1,0,0,web,0,0,0
u306852,68,39,58,1,mobile,0,0,0
u306856,689,412,685,0,mobile,4,0,0
u306857,7,3,0,0,web,0,0,0
u306878,8,4,0,0,web,0,0,0
u306879,6,2,0,0,web,1,0,0
u306880,3,1,0,0,web,0,0,0
u306881,1,1,0,0,web,0,0,0
u306882,107,66,97,2,mobile,0,0,0
u306883,1757,1278,1406,3,Unknown,1330,1,5184000000
u306885,6,3,0,0,web,0,0,0
u306886,26,11,20,0,mobile,22,0,0
u306887,85,41,75,3,web,2,0,0
u306891,8,1,0,0,web,0,0,0
u306893,17,9,9,0,mobile,0,0,0
u306894,4,0,0,0,mobile,0,0,0
u306895,8,4,0,0,web,2,0,0
u306896,10,1,0,0,web,0,0,0
u306909,6,4,0,0,web,0,0,0
u306919,7,4,0,0,web,0,0,0
u306920,10,3,7,0,web,0,0,0
u306921,6,2,0,0,web,0,0,0
u306923,1,1,0,0,web,0,0,0
u306933,6,4,0,0,mobile,0,0,0
u306934,10,6,0,0,mobile,0,0,0
u306936,1,1,0,0,web,0,0,0
u306947,6,3,0,0,web,0,0,0
u306952,28,19,19,0,web,2,0,0
u306953,5,3,0,0,mobile,0,0,0
u306984,6,2,0,0,mobile,0,0,0
u306985,7,4,0,0,mobile,0,0,0
u306990,10,5,0,0,web,0,0,0
u307009,10,9,0,0,web,0,0,0
u307018,29,17,0,0,mobile,0,0,0
u307019,10,6,0,0,web,1,0,0
u307020,1,0,0,0,mobile,0,0,0
u307021,28,20,19,0,web,0,0,0
u307025,6,3,0,0,web,3,0,0
u307027,11,8,4,0,mobile,6,0,0
u307030,10,7,0,0,web,0,0,0
u307031,6,1,0,0,web,0,0,0
u307032,9,4,0,0,web,1,0,0
u307033,6,4,0,0,web,0,0,0
u307035,6,1,0,0,web,0,0,0
u307037,14,4,7,1,mobile,1,0,0
u307047,6,4,0,0,web,0,0,0
u307052,4,0,0,0,web,0,0,0
u307053,6,2,0,0,web,0,0,0
u307084,7,4,0,0,web,0,0,0
u307090,14,9,3,0,mobile,0,0,0
u307127,7,4,0,0,web,0,0,0
u307133,7,4,0,0,mobile,0,0,0
u307141,8,6,0,0,mobile,0,0,0
u307143,1,1,0,0,web,0,0,0
u307145,9,4,0,0,web,0,0,0
u307147,59,33,50,1,mobile,30,0,0
u307150,10,6,0,0,web,1,0,0
u307151,11,5,4,0,mobile,0,0,0
u307152,6,5,0,0,web,0,0,0
u307154,3,2,0,0,mobile,0,0,0
u307155,10,10,0,0,web,10,0,0
u307157,8,4,0,0,web,0,0,0
u307178,9,6,0,0,mobile,0,0,0
u307179,6,3,0,0,web,0,0,0
u307180,10,6,0,0,web,36,0,0
u307181,6,3,0,0,mobile,0,0,0
u307182,6,2,0,0,mobile,0,0,0
u307183,6,3,0,0,mobile,1,0,0
u307185,8,3,0,0,web,0,0,0
u307186,1,1,0,0,web,0,0,0
u307190,8,2,0,0,mobile,0,0,0
u307191,6,2,0,0,mobile,0,0,0
u307192,6,0,0,0,mobile,0,0,0
u307193,7,2,0,0,mobile,0,0,0
u307194,9,4,0,0,web,0,0,0
u307196,13,8,6,0,mobile,1,0,0
u307197,5,1,0,0,web,0,0,0
u307208,6,2,0,0,web,0,0,0
u307209,103,56,99,2,Unknown,110,1,15552000000
u307221,2,1,0,0,web,0,0,0
u307223,10,6,0,0,web,0,0,0
u307224,6,3,0,0,web,2,0,0
u307227,6,2,0,0,web,0,0,0
u307230,21,15,10,0,mobile,17,0,0
u307231,27,14,20,1,mobile,31,0,0
u307232,8,3,0,0,mobile,1,0,0
u307233,18,9,10,1,mobile,0,0,0
u307235,2,1,0,0,mobile,6,0,0
u307244,9,5,0,0,web,0,0,0
u307245,2,2,0,0,web,0,0,0
u307251,15,12,8,0,mobile,2,0,0
u307278,8,4,0,0,web,0,0,0
u307279,4,1,0,0,web,0,0,0
u307286,7,5,0,0,mobile,3,0,0
u307287,6,1,0,0,web,0,0,0
u307292,8,5,0,0,web,0,0,0
u307325,10,5,2,0,web,1,0,0
u307330,587,269,2112,69,mobile,6149,0,0
u307342,7,3,1,0,web,0,0,0
u307345,7,2,0,0,web,0,0,0
u307346,6,3,0,0,web,0,0,0
u307351,68,40,44,6,Unknown,14,2,20736000000
u307353,6,5,0,0,mobile,0,0,0
u307354,6,0,0,0,web,20,0,0
u307355,8,4,0,0,mobile,0,0,0
u307368,30,10,21,1,mobile,0,0,0
u307369,6,3,0,0,web,1,0,0
u307383,9,2,0,0,web,1,0,0
u307384,2,1,0,0,web,0,0,0
u307385,10,3,0,0,web,0,0,0
u307390,5,3,0,0,web,0,0,0
u307393,5,3,0,0,mobile,0,0,0
u307397,8,5,0,0,web,0,0,0
u307408,2,2,0,0,web,0,0,0
u307409,208,149,124,2,mobile,10,1,5184000000
u307418,6,4,0,0,mobile,0,0,0
u307419,6,1,0,0,web,3,0,0
u307422,1,1,0,0,web,1,0,0
u307423,7,0,2,0,mobile,0,0,0
u307424,6,4,0,0,web,0,0,0
u307425,6,4,0,0,web,0,0,0
u307426,10,4,0,0,web,0,0,0
u307427,3,2,0,0,web,0,0,0
u307430,8,4,0,0,mobile,0,0,0
u307431,6,5,0,0,mobile,1,0,0
u307432,33,23,21,0,web,0,0,0
u307433,7,2,0,0,mobile,0,0,0
u307434,8,3,0,0,mobile,0,0,0
u307435,10,3,0,0,web,0,0,0
u307436,10,6,0,0,web,0,0,0
u307437,6,2,0,0,mobile,0,0,0
u307442,1,0,0,0,web,0,0,0
u307456,8,3,0,0,mobile,1,0,0
u307457,8,6,0,0,web,0,0,0
u307480,8,5,0,0,web,0,0,0
u307481,6,3,0,0,web,1,0,0
u307494,6,0,0,0,web,0,0,0
u307495,10,5,0,0,web,0,0,0
u307522,9,0,0,0,web,0,0,0
u307523,1,1,0,0,web,0,0,0
u307536,10,4,0,0,mobile,0,0,0
u307537,6,1,0,0,web,0,0,0
u307540,10,6,0,0,web,1,0,0
u307541,6,3,0,0,web,0,0,0
u307542,9,8,0,0,web,0,0,0
u307545,6,3,0,0,web,16,0,0
u307547,9,5,0,0,web,0,0,0
u307550,6,4,0,0,web,9,0,0
u307551,10,5,0,0,web,0,0,0
u307552,10,8,0,0,web,12,0,0
u307553,377,259,152,11,web,99,1,15552000000
u307556,35,22,30,0,mobile,46,1,8640000000
u307557,7,6,0,0,web,1,0,0
u307569,8,2,1,1,mobile,0,1,15552000000
u307578,10,7,0,0,web,3,0,0
u307579,6,2,0,0,web,0,0,0
u307580,8,6,0,0,mobile,0,0,0
u307581,10,3,0,0,web,0,0,0
u307582,7,1,0,0,web,0,0,0
u307584,1,0,0,0,web,0,0,0
u307585,7,4,0,0,web,0,0,0
u307586,6,3,0,0,web,0,0,0
u307587,10,4,0,0,mobile,0,0,0
u307590,1,1,0,0,web,0,0,0
u307591,6,4,0,0,web,2,0,0
u307594,8,3,0,0,web,0,0,0
u307595,1,0,0,0,web,0,0,0
u307597,6,1,0,0,web,5,0,0
u307609,7,5,0,0,web,0,0,0
u307618,57,31,48,0,mobile,15,0,0
u307620,6,0,0,0,web,0,0,0
u307621,7,3,0,0,mobile,0,0,0
u307623,10,7,0,0,web,0,0,0
u307624,1,0,0,0,web,0,0,0
u307625,10,9,0,0,web,0,0,0
u307630,7,5,0,0,web,0,0,0
u307631,7,5,0,0,web,0,0,0
u307632,17,11,9,0,web,0,0,0
u307633,6,3,0,0,web,0,0,0
u307635,6,1,0,0,web,0,0,0
u307641,2,1,0,0,web,8,0,0
u307655,6,3,0,0,web,0,0,0
u307669,8,4,0,0,web,0,0,0
u307682,6,2,0,0,web,0,0,0
u307696,6,4,0,0,web,0,0,0
u307708,6,4,0,0,web,0,0,0
u307709,168,106,168,10,mobile,0,0,0
u307720,10,5,0,0,web,1,0,0
u307734,6,3,0,0,mobile,0,0,0
u307735,6,4,0,0,web,1,0,0
u307740,28,23,28,0,mobile,35,0,0
u307741,6,4,0,0,web,0,0,0
u307743,9,3,0,0,web,0,0,0
u307744,2,0,0,0,web,0,0,0
u307745,21,7,10,0,mobile,0,0,0
u307746,1,0,0,0,web,0,0,0
u307747,6,1,0,0,web,0,0,0
u307750,10,4,3,0,mobile,0,0,0
u307751,6,3,0,0,web,2,0,0
u307752,2,0,0,0,web,5,0,0
u307753,1,1,0,0,web,1,0,0
u307754,6,5,0,0,web,3,0,0
u307757,6,5,0,0,web,17,0,0
u307768,1,1,0,0,web,0,0,0
u307769,16,11,9,0,web,0,0,0
u307778,8,5,0,0,web,2,0,0
u307779,6,2,0,0,web,0,0,0
u307780,1,0,0,0,web,4,0,0
u307781,6,1,0,0,web,0,0,0
u307782,8,1,0,0,web,0,0,0
u307784,10,10,0,0,web,0,0,0
u307785,6,4,0,0,web,0,0,0
u307787,10,7,0,0,web,0,0,0
u307790,10,7,0,0,web,2,0,0
u307791,8,2,0,0,web,11,0,0
u307792,5,2,0,0,mobile,0,0,0
u307793,5,3,0,0,web,0,0,0
u307794,7,2,0,0,web,0,0,0
u307795,6,6,0,0,web,1,0,0
u307796,8,2,0,0,mobile,0,0,0
u307800,6,2,0,0,web,0,0,0
u307802,7,2,0,0,mobile,0,0,0
u307803,10,4,0,0,web,0,0,0
u307804,1,1,0,0,web,7,0,0
u307805,10,5,0,0,web,0,0,0
